STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,TABLE_IDENTIFIER,Table identifier,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DEU,Germany,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,9.7542947,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GRC,Greece,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,3.546633,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,HUN,Hungary,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,9.2445749,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,IRL,Ireland,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,0.51105669,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ISR,Israel,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,7.4437626,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ITA,Italy,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,13.960774,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,JPN,Japan,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,4.1501675,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,KOR,Korea,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,3.2371748,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LVA,Latvia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,1.0245902,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LTU,Lithuania,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,1.4597678,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LUX,Luxembourg,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,11.404449,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,MEX,Mexico,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,2.4294984,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NLD,Netherlands,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,3.4124626,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NOR,Norway,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,4.6356847,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,POL,Poland,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,5.9197678,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,PRT,Portugal,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,3.6835,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVK,Slovak Republic,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,6.7377489,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVN,Slovenia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,3.7588973,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ESP,Spain,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,12.002869,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SWE,Sweden,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,8.5740623,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CHE,Switzerland,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,9.7100009,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,TUR,Türkiye,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,3.2700912,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GBR,United Kingdom,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,4.3861977,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,USA,United States,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,11.705899,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,BRA,Brazil,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2016,,12.260165,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUT,Austria,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,9.0888261,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,BEL,Belgium,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,15.60553,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CAN,Canada,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,19.102371,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CHL,Chile,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,4.9573453,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,COL,Colombia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,4.7805156,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CZE,Czechia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,6.4513219,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DNK,Denmark,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,7.6993047,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,EST,Estonia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,1.298589,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FIN,Finland,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,10.176147,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FRA,France,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,5.5197091,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DEU,Germany,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,10.212391,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GRC,Greece,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,2.8834095,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,HUN,Hungary,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,8.7997418,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,IRL,Ireland,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,0.67032853,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ISR,Israel,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,8.3794894,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ITA,Italy,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,15.102948,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,JPN,Japan,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,4.0444115,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,KOR,Korea,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,3.0212201,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LVA,Latvia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,1.0221939,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LTU,Lithuania,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,1.6420324,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LUX,Luxembourg,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,11.840131,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,MEX,Mexico,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,2.385348,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NLD,Netherlands,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,3.5927271,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NOR,Norway,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,5.2803573,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,POL,Poland,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,6.5617198,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,PRT,Portugal,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,4.3631198,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVK,Slovak Republic,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,7.3472236,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVN,Slovenia,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,3.9918591,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ESP,Spain,LES1M_F52AS,Share of investment fund shares in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,2017,,13.175639,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F52,Investment fund shares/units,,,,,2,Two,A,Normal value,0,Units,,
