STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,TABLE_IDENTIFIER,Table identifier,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,CURRENCY,Currency
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUS,Australia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,24.103951,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUT,Austria,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,52.808958,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,BEL,Belgium,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,27.334231,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CAN,Canada,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,25.976531,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CZE,Czechia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,28.246963,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DNK,Denmark,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,21.366,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,EST,Estonia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,14.360587,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FIN,Finland,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,55.751231,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FRA,France,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,34.015108,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DEU,Germany,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,44.195245,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GRC,Greece,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,56.200174,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,HUN,Hungary,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,50.783256,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ITA,Italy,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,38.05056,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LVA,Latvia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,16.764821,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LTU,Lithuania,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,29.490626,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LUX,Luxembourg,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,49.659529,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NLD,Netherlands,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,18.926334,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NOR,Norway,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,37.603312,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,POL,Poland,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,67.494857,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,PRT,Portugal,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,59.489925,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVK,Slovak Republic,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,52.716688,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVN,Slovenia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,31.397558,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ESP,Spain,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,51.213244,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SWE,Sweden,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,26.045231,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GBR,United Kingdom,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,21.764488,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,USA,United States,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,12.721368,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ZAF,South Africa,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1995,,15.068493,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUS,Australia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,23.476247,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUT,Austria,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,52.035811,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,BEL,Belgium,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,26.745871,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CAN,Canada,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,23.832103,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,CZE,Czechia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,29.837667,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DNK,Denmark,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,20.801627,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,EST,Estonia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,14.089598,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FIN,Finland,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,50.281733,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,FRA,France,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,33.232459,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,DEU,Germany,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,43.172104,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GRC,Greece,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,55.50474,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,HUN,Hungary,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,48.569111,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ITA,Italy,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,35.974465,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LVA,Latvia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,15.339233,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LTU,Lithuania,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,22.28085,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,LUX,Luxembourg,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,49.52915,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NLD,Netherlands,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,18.939067,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,NOR,Norway,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,35.487389,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,POL,Poland,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,69.91037,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,PRT,Portugal,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,58.658693,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVK,Slovak Republic,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,52.884243,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SVN,Slovenia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,33.857984,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ESP,Spain,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,47.984678,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,SWE,Sweden,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,23.096411,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,GBR,United Kingdom,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,21.430321,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,USA,United States,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,12.109264,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,ZAF,South Africa,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1996,,15.32567,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
DATAFLOW,OECD.SDD.NAD:DSD_FIN_DASH@DF_FIN_DASH_S1M(1.0),Financial indicators dashboard: Households and NPISH,I,A,Annual,AUS,Australia,LES1M_F2AS,Share of currency and deposits in financial assets of households and NPISH,PT_FAS_S1M,Percentage of household and NPISH financial assets,1997,,22.497579,,S1M,Households and non-profit institutions serving households (NPISH),A,Assets (or net acquisition of assets),LE,Closing balance sheet/positions/stocks,F2,Currency and deposits,,,,,2,Two,A,Normal value,0,Units,,
